name,avg_rating,total_reviews,address,phone_number,website,region,Business Type,email
Namaste Indian restaurant,4.2,"1,569","Rue Jules Van Praet 30, 1000 Bruxelles",02 513 07 11,https://www.namastebrussel.be,brussels,hotel,
Brussel,,,"Rue Saint-Michel, 1000 Bruxelles",,,brussels,hotel,
Feux de Bengale,4.1,"1,005","Rue des Eperonniers 69, 1000 Bruxelles",02 513 51 63,https://www.feuxdebengale.be,brussels,hotel,
Pois Chiche,4.4,745,"Pl. de la Chapelle 15, 1000 Bruxelles",02 306 33 20,https://www.poischiche.be,brussels,hotel,
Ellis Gourmet Burger,4.1,"2,058","Pl. Sainte-Catherine 4, 1000 Bruxelles",02 514 23 14,https://www.ellis.be,brussels,hotel,
Lola,4.2,824,"Pl. du Grand Sablon 33, 1000 Bruxelles",02 514 24 60,https://www.lola-restaurant.be,brussels,hotel,info@lola-restaurant.be
La bonne chère,4.9,221,"Rue Notre-Seigneur 19, 1000 Bruxelles",02 523 75 55,https://www.labonnechere.be,brussels,hotel,contact@labonnechere.be
La Terrasse,4.1,895,"Rue des Bouchers 12, 1000 Bruxelles",,https://www.la-terrasse-de-bruxelles.be,brussels,hotel,
't Kelderke,4.2,"1,435","Grand Place 15, 1000 Bruxelles",02 513 73 44,https://www.restaurant-het-kelderke.be,brussels,hotel,
La Truffe Noire,4.4,447,"Bd de la Cambre 12, 1000 Bruxelles",02 640 44 22,https://www.truffenoire.com,brussels,hotel,reservation@truffenoire.com
Le petit Chou de Bruxelles,3.4,290,"Rue du Vieux Marché aux Grains 2A, 1000 Bruxelles",02 502 60 37,,brussels,hotel,
Brussels Brasserie,2.7,89,"Grand Place 34, 1000 Bruxelles",,,brussels,hotel,
La Villa in the Sky,4.6,415,"IT Tower, Louizalaan 480/25th floor, 1050 Brussel",02 644 69 14,https://www.lavillainthesky.be,brussels,hotel,info@lavillainthesky.be
Le Conteur,4.5,698,"Rue du Marché aux Poulets 32, 1000 Bruxelles",02 347 02 91,https://www.le-conteur.com,brussels,hotel,reservations.leconteur@gmail.com
Gramm,4.5,218,"Rue de Flandre 86, 1000 Bruxelles",0495 10 18 22,https://www.grammrestaurant.be,brussels,hotel,
East at West_Restaurant Libanais Bruxelles,4.7,321,"Bd de l'Empereur 26, 1000 Bruxelles",0465 20 60 24,https://www.eastatwest.be,brussels,hotel,info@eastatwest.be
Hard Rock Cafe,4.3,"6,765","Grand Place 12A, 1000 Bruxelles",02 546 16 60,https://www.hardrockcafe.com,brussels,hotel,
Au Vieux Saint Martin,4.2,"1,463","Pl. du Grand Sablon 38, 1000 Bruxelles",02 512 64 76,https://www.auvieuxsaintmartin.be,brussels,hotel,
ComoTapas Bruselas,4.0,"1,071","Rue Antoine Dansaert 19, 1000 Bruxelles",02 503 03 30,https://www.comotapas.com,brussels,hotel,
Restaurant beautiful,,,"Rue de la Fourche 9, 1000 Bruxelles",0466 11 25 11,,brussels,hotel,
L'Everest,4.4,658,"Chaussée de Vleurgat 153 Ixelles, 1050 Brussel",02 647 57 77,https://www.leverest.be,brussels,hotel,info@leverest.be
KoKoB,4.2,"1,690","Rue des Grands Carmes 10, 1000 Bruxelles",02 511 19 50,https://www.kokob.be,brussels,hotel,
Grimbergen Cafe,4.2,"3,435","Pl. Sainte-Catherine 22, 1000 Bruxelles",02 229 00 09,https://www.grimbergencafe.be,brussels,hotel,info@grimbergencafe.be
Au Stekerlapatte,4.4,674,"Rue des Prêtres 4, 1000 Bruxelles",02 512 86 81,https://www.austekerlapatte.be,brussels,hotel,austekerlapatte@gmail.com
The Noodle Bar Brussels,4.3,"1,291","Rue du Marché aux Fromages 15, 1000 Bruxelles",0484 48 42 46,https://www.noodlebar.be,brussels,hotel,MenuRoeselareroeselare@noodlebar.beBotermarkt
The Noodle Bar Brussels,4.3,"1,291","Rue du Marché aux Fromages 15, 1000 Bruxelles",0484 48 42 46,https://www.noodlebar.be,brussels,hotel,MenuKortrijkkortrijk@noodlebar.beKortrijk
The Noodle Bar Brussels,4.3,"1,291","Rue du Marché aux Fromages 15, 1000 Bruxelles",0484 48 42 46,https://www.noodlebar.be,brussels,hotel,Menubrussels@noodlebar.beBrussels
Encore Bruxelles,4.2,410,"Pl. de la Vieille Halle aux Blés 39, 1000 Bruxelles",,https://www.core-bruxelles.be,brussels,hotel,56restaurant@core-bruxelles.beR9V2
Tonton Garby,4.8,"2,002","Rue Duquesnoy 6, 1000 Bruxelles",0484 29 02 16,,brussels,hotel,
Restaurant de la Bourse,4.3,223,"Rue de Flandre 32, 1000 Bruxelles",02 511 99 29,,brussels,hotel,
Au Pleysier,4.6,403,"Borgwal 3, 1000 Bruxelles",02 511 40 00,https://www.aupleysier.be,brussels,hotel,
Chutney's,3.7,594,"Rue des Eperonniers 34, 1000 Bruxelles",02 505 53 00,https://www.chutneysbrussels.com,brussels,hotel,info.warwickbrussels@warwickhotels.com
Chutney's,3.7,594,"Rue des Eperonniers 34, 1000 Bruxelles",02 505 53 00,https://www.chutneysbrussels.com,brussels,hotel,butler.brussels@warwickhotels.com
Un bout d’histoire,4.3,838,"Rue des Chartreux 32, 1000 Bruxelles",02 772 46 77,https://www.un-bout-dhistoire.webador.be,brussels,hotel,
BBQ Brussels,4.3,3,1000 Brussels,,,brussels,hotel,
Les Filles,4.2,583,"Rue du Vieux Marché aux Grains 46, 1000 Bruxelles",02 534 04 83,https://www.lesfilles.be,brussels,hotel,info@lesfilles.be
Amadeo,4.2,"4,642","Rue Sainte-Catherine 26, 1000 Bruxelles",0495 16 77 53,https://www.amadeus-resto.be,brussels,hotel,
Comptoir des Galeries,4.3,167,"Rue des Bouchers 36, 1000 Bruxelles",02 213 74 70,https://www.thefork.be,brussels,hotel,
Sensi Concept Store - Restaurant - Brussels,4.2,231,"Rue de la Régence 13, 1000 Bruxelles",02 502 25 21,https://www.maisonsensi.eu,brussels,hotel,sensibruxelles@gmail.com
La Brouette,3.9,893,"Grand Place 2, 1000 Bruxelles",02 511 20 22,https://www.taverne-brouette.be,brussels,hotel,
Le Pré Salé,3.9,"1,395","Rue de Flandre 20, 1000 Bruxelles",02 513 65 45,https://www.lepresale.be,brussels,hotel,
ilili by Jaffa,4.4,243,"Rue Haute 23, 1000 Bruxelles",02 502 17 07,https://www.jaffaport.be,brussels,hotel,
Mim Restaurant,3.0,388,"Hofberg 2, 1000 Brussel",02 502 95 08,https://www.mim.be,brussels,hotel,
La Boussole,4.2,350,"Quai au Bois à Brûler 61, 1000 Bruxelles",0473 94 87 83,https://www.restaurant-laboussole.be,brussels,hotel,
De Pistolei,4.2,674,"Rue de la Madeleine 5, 1000 Bruxelles",02 502 95 02,,brussels,hotel,
La Roue d'Or,4.2,688,"Rue des Chapeliers 26, 1000 Bruxelles",02 514 25 54,https://www.facebook.com,brussels,hotel,
Greenwich Café Bruxelles,3.8,749,"Rue des Chartreux 7, 1000 Bruxelles",,,brussels,hotel,
Restaurant The White Bruxelles,4.8,6,"Av. des Arts 9, 1210 Bruxelles",02 899 83 76,https://www.thewhite-restaurant.com,brussels,hotel,
Restauration roumaine - Rustic,4.6,"1,210","Rue Grétry 13, 1000 Bruxelles",0474 26 17 48,,brussels,hotel,
BELI,4.3,346,"Rue Joseph Stevens 11, 1000 Bruxelles",02 538 88 88,https://www.beli.be,brussels,hotel,
Baraka't Kacem,4.1,560,"Rue de l'Enseignement 55, 1000 Bruxelles",0489 18 60 81,https://www.facebook.com,brussels,hotel,
Royal Indian Restaurant,4.4,"1,991","Rue de la Fourche 5, 1000 Bruxelles",02 513 07 13,https://www.royalindianbruxelles.be,brussels,hotel,
Le Wine Bar des Marolles,4.6,361,"Rue Haute 198, 1000 Bruxelles",02 503 62 50,https://www.lewinebardesmarolles.be,brussels,hotel,
Restaurant Chinois,,,"Rue des Bouchers 55, 1000 Bruxelles",,,brussels,hotel,
Restaurant L'italiano,4.2,236,"Rue de la Fourche 28, 1000 Bruxelles",02 203 73 93,https://www.restaurant-italiano.brussels,brussels,hotel,
La Corte Gastronomica,3.3,543,"Rue Grétry 44, 1000 Bruxelles",02 218 50 36,https://www.laltromondo.be,brussels,hotel,
Bonsoir Clara,4.0,451,"Rue Antoine Dansaert 22, 1000 Bruxelles",02 502 09 90,https://www.bonsoirclara.com,brussels,hotel,
9 et Voisins,4.5,"2,362","Rue Van Artevelde 1, 1000 Bruxelles",,https://www.9-et-voisins.be,brussels,hotel,
Artisauce,4.6,247,"Chau. de Waterloo 421, 1050 Ixelles",0470 97 10 12,https://www.artisauce.com,brussels,hotel,
Saffron Food Persian & Iranian Food BBQ,4.8,"1,198","Rue du Marché aux Fromages 14, 1000 Bruxelles",02 267 29 99,https://www.restaurantsaffron.com,brussels,hotel,
GourmetBar Brussels City Centre,4.4,19,"Rue de la Vge Noire 32, 1000 Bruxelles",02 505 50 50,https://www.restaurants.accor.com,brussels,hotel,
Bistro Martin Brussels,4.3,44,"Bd Charlemagne 80, 1000 Bruxelles",02 235 17 28,https://www.martinshotels.com,brussels,hotel,
Karen Torosyan | Bozar Restaurant,4.4,448,"Rue Baron Horta 3, 1000 Bruxelles",02 503 00 00,https://www.bozarrestaurant.be,brussels,hotel,info@bozarrestaurant.be
Davi,4.2,723,"Rue Jules Van Praet 22, 1000 Bruxelles",02 511 18 21,,brussels,hotel,
Restaurant Schuddeveld,4.3,541,"Pt Rue des Bouchers 23, 1000 Bruxelles",0489 17 83 33,,brussels,hotel,
Les Brigittines,4.4,611,"Pl. de la Chapelle 5, 1000 Bruxelles",02 512 68 91,https://www.lesbrigittines.com,brussels,hotel,cuisinierinfo@lesbrigittines.com02
Les Brigittines,4.4,611,"Pl. de la Chapelle 5, 1000 Bruxelles",02 512 68 91,https://www.lesbrigittines.com,brussels,hotel,3info@lesbrigittines.comou
Thai Talks,4.1,367,"Rue des Pierres 51, 1000 Bruxelles",0487 84 74 79,https://www.thai-talks.be,brussels,hotel,
Shahrazad,4.4,"1,035","Rue Jourdan 28, 1060 Saint-Gilles",0466 01 38 92,,brussels,hotel,
Lunch Garden Bruxelles,3.8,963,"Rue Neuve 111, 1000 Bruxelles",02 219 35 79,https://www.lunchgarden.be,brussels,hotel,
Taverne du Passage,3.9,"1,031","Galerie de la Reine 30, 1000 Brussel",02 512 14 13,https://www.latavernedupassage.be,brussels,hotel,
Barge,4.8,283,"Bd d'Ypres 33, 1000 Bruxelles",02 425 73 60,https://www.bargerestaurant.be,brussels,hotel,info@bargerestaurant.be
65 degrés,4.8,428,"Av. Louise 173, 1000 Bruxelles",02 374 54 50,https://www.65degres.be,brussels,hotel,info@65degres.be
65 degrés,4.8,428,"Av. Louise 173, 1000 Bruxelles",02 374 54 50,https://www.65degres.be,brussels,hotel,Presseinfo@65degres.be
Brasserie de la Reine,3.8,288,"Rue de la Montagne 22, 1000 Bruxelles",02 449 97 08,https://www.brasseriedelareine.com,brussels,hotel,
Le Paon,3.4,419,"Grand Place 35, 1000 Bruxelles",02 207 86 13,https://www.lepaonbrussels.com,brussels,hotel,
Woodpecker St. Cath.,4.2,881,"Quai au Bois à Brûler 27, 1000 Bruxelles",,https://www.woodpecker.family,brussels,hotel,
BOU SAID,3.4,5,"Rue Chair et Pain, 1000 Bruxelles",,,brussels,hotel,
Bar - Restaurant,,,"Rue Longue Vie, 1050 Bruxelles",0487 20 30 40,https://www.itemdifferent.blogspot.com,brussels,hotel,
Nuits Saint-Georges - Restaurant Bruxelles centre,3.8,322,"Rue Grétry 52, 1000 Bruxelles",0486 20 35 08,https://www.nuits-saint-georges.be,brussels,hotel,nuitssaintgeorges1@gmail.com
Samouraï,4.2,753,"Rue du Fossé aux Loups 28/B, 1000 Bruxelles",02 217 56 39,https://www.samourai-bruxelles.be,brussels,hotel,
Yi Chan,4.3,"1,076","Rue Jules Van Praet 13, 1000 Bruxelles",02 502 87 66,https://www.yichanbrussels.com,brussels,hotel,
Le Perroquet,4.0,"1,697","Rue Watteeu 31, 1000 Bruxelles",02 512 99 22,https://www.facebook.com,brussels,hotel,
Humphrey Chez Pias,4.0,250,"Rue Saint-Laurent 36/38, 1000 Bruxelles",02 219 39 16,https://www.humphreyrestaurant.com,brussels,hotel,BrusselsBelgiuminfo@humphreyrestaurant.com
Humphrey Chez Pias,4.0,250,"Rue Saint-Laurent 36/38, 1000 Bruxelles",02 219 39 16,https://www.humphreyrestaurant.com,brussels,hotel,info@humphreyrestaurant.com
ARTFOOD TRAITEUR Unique catering with sense,4.7,79,"Rue de Vrière 71, 1020 Bruxelles",02 732 33 85,https://www.artfood.be,brussels,hotel,
Catering Tito's Brussels.,5.0,32,,02 833 54 62,https://www.cateringtitos.com,brussels,hotel,info@cateringtitos.comTVA
MiTentaTutto Traiteur,4.7,165,"Rue de Wand 43, 1020 Bruxelles",02 269 66 20,https://www.mitentatutto.be,brussels,hotel,info@mitentatutto.be
EATING POINT - traiteur corporate & event catering,4.7,45,"Rue de Theux 81, 1050 Ixelles",0474 30 66 57,https://www.eatingpoint.be,brussels,hotel,info@eatingpoint.be
Traiteur Gianni,4.8,89,"Av. Houba de Strooper 42, 1020 Bruxelles",02 478 61 81,https://www.traiteurgianni.be,brussels,hotel,
PANDIN COMPTOIRS - BRUXELLES,4.5,26,"Rue de la Fourche 47, 1000 Bruxelles",02 513 12 09,https://www.pandin.be,brussels,hotel,
Fait Maison,4.6,224,"Chau. de Vleurgat 158, 1000 Bruxelles",02 648 19 31,https://www.faitmaison.be,brussels,hotel,
Les Frères Debekker-Traiteur,4.8,38,"Rue Charles Degroux 95, 1040 Etterbeek",02 736 00 40,https://www.lesfreresdebekker.be,brussels,hotel,traiteur@lesfreresdebekker.be
Traiteur Grains De Sel,4.6,35,,,,brussels,hotel,
Pick Eat,4.9,56,"Rue de Dublin 19, 1050 Ixelles",,https://www.pickeat.be,brussels,hotel,
Traiteur Plasky,4.6,60,"Av. Eugène Plasky 56, 1030 Schaerbeek",02 733 09 49,https://www.facebook.com,brussels,hotel,
Traiteur Soleil du Midi de Bruxelles,4.3,78,"Av. des Celtes 9, 1040 Etterbeek",02 733 96 21,https://www.soleildumidi.be,brussels,hotel,
Traiteur Quent on a faim,4.8,20,"Rue Dieudonné Lefèvre 4, 1020 Bruxelles",02 431 09 30,https://www.quentonafaim.be,brussels,hotel,info@quentonafaim.be
Traiteur Fleur de sel - Coppenole Frederic,4.5,47,"Steenweg op Brussel 291, 1780 Wemmel",0477 93 42 72,https://www.traiteurfleurdesel.be,brussels,hotel,info@traiteurfleurdesel.be
Slurps - BioTraiteur - Végan,4.6,24,,0477 92 74 11,https://www.slurps.be,brussels,hotel,
Brussels sprouts,4.4,71,"Bd Louis Schmidt 1, 1040 Bruxelles",02 359 92 40,https://www.chouxdebruxelles.be,brussels,hotel,info@chou.be
Traiteur du Parc,4.4,10,"Font St Landry 13, 1120 Bruxelles",02 538 66 99,https://www.traiteurduparc.be,brussels,hotel,
Ethnisch Eten,4.9,26,"Rue de la Croix de Fer 14, 1000 Bruxelles",0497 11 69 79,https://www.ethnicfoods.be,brussels,hotel,ethnicfoods@hotmail.fr
Traiteur Papillon,5.0,32,"Parv. Saint-Henri 52, 1200 Bruxelles",02 733 06 60,https://www.traiteurpapillon.be,brussels,hotel,
SkateSandwich - Traiteur,4.8,42,"Av. Houba de Strooper 91, 1020 Bruxelles",02 478 66 69,https://www.skatesandwich.be,brussels,hotel,
gàstra,5.0,81,"Rue de l'Enseignement 110, 1000 1000 - Bruxelles",0499 38 73 71,https://www.gastra.be,brussels,hotel,00Info@gastra.be
gàstra,5.0,81,"Rue de l'Enseignement 110, 1000 1000 - Bruxelles",0499 38 73 71,https://www.gastra.be,brussels,hotel,info@gastra.be
L'Atlantide Catering,4.8,43,"Rue Charles Degroux 8, 1040 Etterbeek",02 734 88 87,https://www.atlantideresto.be,brussels,hotel,
Gourmart,4.8,35,"Malibranstraat 111/113, 1050 Elsene",,https://www.gourmart.be,brussels,hotel,info@gourmart.be
Traiteur de la Villa Lorraine - Uccle,3.9,128,"Chau. de Waterloo 1095, 1180 Bruxelles",02 511 44 83,https://www.lavillalorrainetraiteur.be,brussels,hotel,uccle@villatraiteur.be
Traiteur de la Villa Lorraine - Uccle,3.9,128,"Chau. de Waterloo 1095, 1180 Bruxelles",02 511 44 83,https://www.lavillalorrainetraiteur.be,brussels,hotel,lasne@villatraiteur.be
Traiteur de la Villa Lorraine - Uccle,3.9,128,"Chau. de Waterloo 1095, 1180 Bruxelles",02 511 44 83,https://www.lavillalorrainetraiteur.be,brussels,hotel,stockel@villatraiteur.be
Traiteur de la Villa Lorraine - Uccle,3.9,128,"Chau. de Waterloo 1095, 1180 Bruxelles",02 511 44 83,https://www.lavillalorrainetraiteur.be,brussels,hotel,overijse@villatraiteur.be
Traiteur de la Villa Lorraine - Uccle,3.9,128,"Chau. de Waterloo 1095, 1180 Bruxelles",02 511 44 83,https://www.lavillalorrainetraiteur.be,brussels,hotel,waterloo@villatraiteur.be
Traiteur de la Villa Lorraine - Uccle,3.9,128,"Chau. de Waterloo 1095, 1180 Bruxelles",02 511 44 83,https://www.lavillalorrainetraiteur.be,brussels,hotel,traiteur@voltaire-restaurant.be
Traiteur Grégory Vaulet,5.0,11,"Av. du Général de Gaulle 43, 1050 Ixelles",02 580 13 78,https://www.gregory-vaulet.com,brussels,hotel,
Fait Maison Schuman,4.6,11,"Rue Franklin 40, 1000 Bruxelles",02 648 19 31,https://www.faitmaison.be,brussels,hotel,
Dans La Forêt | Traiteur - Table d'Hôtes,4.8,54,"Rue Vanderkindere 440, 1180 Uccle",02 479 09 99,https://www.danslaforet.be,brussels,hotel,info@danslaforet.be
Traiteur François,3.4,42,"Pl. Sainte-Catherine 12, 1000 Bruxelles",02 512 32 77,https://www.traiteur-francois.be,brussels,hotel,
Rama Rao Traiteur Bruxelles,4.8,13,,02 378 00 46,https://www.ramarao.eu,brussels,hotel,sales@ramarao.bebottom
FRIENDS TRAITEUR GREC & EVENTS BRUXELLES,4.4,196,"Pl. Edouard Pinoy 5A, 1160 BRUXELLES",02 675 34 95,https://www.eatbu.com,brussels,hotel,
Traiteur Cheese Snack story,3.6,20,"Pl. Peter Benoit 2, 1120 Bruxelles",0486 93 20 57,https://www.cheesesnackstory.be,brussels,hotel,
Chez Mama,4.2,9,"Av. Guillaume Gilbert 24, 1050 Bruxelles",0474 35 89 58,https://www.chezmama.be,brussels,hotel,
La Vérité Si Je Mange,4.2,176,"Chau. de Charleroi 45, 1060 Saint-Gilles",02 538 65 81,https://www.laveritesijemange.be,brussels,hotel,laveritesijemange@hotmail.com
"Traiteur Roland, boucherie artisanale - ambachtelijke slagerij",3.8,320,"Av. des Saisons 94, 1050 Bruxelles",02 648 68 59,https://www.traiteur-roland.be,brussels,hotel,Info@traiteur-roland.be
Mediterranea food & events SPRL,4.3,44,"Chau. de Louvain 446, 1030 Schaerbeek",02 230 62 74,https://www.mediterraneafood.be,brussels,hotel,info@mediterraneafood.be
PANDIN COMPTOIRS - WOLUWE,4.9,12,"Av. des Franciscains 12, 1150 Woluwe-Saint-Pierre",02 513 12 09,https://www.pandin.be,brussels,hotel,
Fonteyne The Kitchen Fort Jaco,4.4,121,"Chau. de Waterloo 1395, 1180 Uccle",02 375 48 75,https://www.fonteynethekitchen.be,brussels,hotel,
Le P'tit Normand,4.6,75,"Rue de Tabora 8, 1000 Bruxelles",02 513 00 93,https://www.leptitnormand.be,brussels,hotel,contact@leptitnormand.be
Mixwithlove,4.8,5,"Rue Émile Féron 115, 1060 Bruxelles",02 512 47 03,https://www.mixwithlove.be,brussels,hotel,
Le Petit Nuage,5.0,20,,0472 83 61 93,https://www.lepetitnuage.be,brussels,hotel,93contact@lepetitnuage.be
Bonapco – traiteur et organisateur de réception à Bruxelles.,4.9,17,"Rue du Trône 49, 1050 Bruxelles",02 534 69 59,https://www.traiteur-coppe.be,brussels,hotel,contact@traiteur-coppe.be
EAT WELL,4.3,186,"Galerie Ravenstein, Kantersteen 22, 1000 Brussel",02 437 65 95,https://www.eatwell.brussels,brussels,hotel,info@eatwell.brussels
"""Cortoos "" Van Den Berge QFS",4.5,275,"Chau. de Jette 610, 1090 Jette",02 426 01 47,https://www.traiteur-cortoos.be,brussels,hotel,info@traiteur-cortoos.be
Savoury Traiteur,4.5,30,"Stationsstraat 80A, 1630 Linkebeek",0479 93 03 58,https://www.savourytraiteur.be,brussels,hotel,info@savourytraiteur.be
Alimentation,4.7,79,"Rue du Page 58, 1050 Ixelles",02 538 21 80,https://www.alimentationbxl.be,brussels,hotel,
Les Délices du Liban,4.6,245,"Rue de Heembeek 282, 1120 Bruxelles",0489 00 09 10,https://www.delicesduliban.be,brussels,hotel,info@delicesduliban.be
Royale Dujardin,4.4,30,"Av. Adolphe Buyl 6, 1050 Ixelles",02 554 18 60,https://www.royale-dujardin.be,brussels,hotel,info@royale-dujardin.be
Fonteyne The Kitchen,4.2,105,"Rue Gérard 107, 1040 Etterbeek",02 734 08 02,https://www.fonteynethekitchen.be,brussels,hotel,
Lasagneria Traiteur italien Uccle,4.5,87,"Rue Général Mac Arthur 18, 1180 Uccle",02 344 96 82,https://www.lasagneria.be,brussels,hotel,
Foodiz,4.2,9,"Rue Dieudonné Lefèvre 27/1, 1020 Bruxelles",0471 64 07 84,https://www.foodiz.be,brussels,hotel,
Comme Chez Nous... Pour Vous,4.1,43,"Rue Pierre Timmermans 12, 1090 Jette",02 511 31 34,https://www.traiteur-jette.be,brussels,hotel,
Vedat,4.9,94,"Rue Jean-Baptiste Meunier 53A, 1050 Ixelles",02 726 33 25,https://www.traiteur-vedat.be,brussels,hotel,27263325cookvedat@hotmail.com
Vedat,4.9,94,"Rue Jean-Baptiste Meunier 53A, 1050 Ixelles",02 726 33 25,https://www.traiteur-vedat.be,brussels,hotel,+3227263325cookvedat@hotmail.com
Delitraiteur Eat & Go Brussels-Central station,2.7,38,"Carr de l'Europe 2, 1000 Bruxelles",02 380 88 37,https://www.delitraiteur.com,brussels,hotel,info@delitraiteur.be
Chop N' Drinks,4.2,6,"Rue Royale 127, 1000 Bruxelles",0486 12 51 85,,brussels,hotel,
Agape,3.7,32,"Av. Antoon Van Osslaan 1 bus24, 1120 Bruxelles",,https://www.agapebrussel.be,brussels,hotel,g.mouton@agapebrussel.be
Agape,3.7,32,"Av. Antoon Van Osslaan 1 bus24, 1120 Bruxelles",,https://www.agapebrussel.be,brussels,hotel,helpdesk@agapebrussel.be
Agape,3.7,32,"Av. Antoon Van Osslaan 1 bus24, 1120 Bruxelles",,https://www.agapebrussel.be,brussels,hotel,eveline.dhaene@agapebrussel.be
Agape,3.7,32,"Av. Antoon Van Osslaan 1 bus24, 1120 Bruxelles",,https://www.agapebrussel.be,brussels,hotel,Lynn.Vanhaecht@agapebrussel.be
Atlantide (L'),4.5,269,"Rue Franklin 73, 1000 Bruxelles",02 736 20 02,https://www.atlantideresto.be,brussels,hotel,
Saveurs & Délicatesses - Traiteur - Bruxelles,4.3,7,"Bd de l'Humanité 100, 1190 Forest",02 734 86 45,,brussels,hotel,
Traiteur italien Bella Italia,4.0,207,"Chau. d'Alsemberg 777, 1180 Uccle",02 376 75 60,https://www.labellaitalia.eu,brussels,hotel,
Traiteur les Gaillards,4.6,9,"Rue Beeckman 102, 1180 Uccle",0474 28 89 48,https://www.traiteurlesgaillards.be,brussels,hotel,traiteurlesgaillards@gmail.com
POP POT,5.0,6,"Rue Berthelot 106-108 Boîte 6, 1190 Forest",0489 06 46 02,https://www.pop-pot.com,brussels,hotel,
Lee Chi Ko,4.8,16,"Rue Vanderlinden 20, 1030 Bruxelles",0472 44 96 16,https://www.leechiko.be,brussels,hotel,
Vishandel traiteur,4.4,20,"Rue Haute 246, 1000 Bruxelles",0475 38 43 67,,brussels,hotel,
Gout Et Vie,4.3,3,"Rue Juliette Wytsman 57, 1050 Ixelles",02 649 18 49,https://www.goutetvie.eu,brussels,hotel,
Sea side,4.4,39,"Rue Vanderkindere 476, 1180 Uccle",02 346 26 96,https://www.facebook.com,brussels,hotel,
Be To Be - Lebanese Street Food (Bruxelles),5.0,13,"Av. Louise 287, 1050 Bruxelles",0488 15 31 53,https://www.shop.betobe.restaurant,brussels,hotel,
La Boucherie,4.4,103,"Pl. Bara 6, 1070 Anderlecht",02 521 10 30,,brussels,hotel,
Jardin Asiatique,4.6,65,"Av. Rogier 329, 1030 Schaerbeek",02 256 25 21,https://www.jardin-asiatique.be,brussels,hotel,
Zugoe,4.7,10,"Vilvoordsesteenweg 408, 1850 Grimbergen",0488 09 58 95,https://www.zugoe.be,brussels,hotel,
The Hotel Brussels,4.5,"3,045","Bd de Waterloo 38, 1000 Bruxelles",02 504 11 11,https://www.thehotel-brussels.be,brussels,hotel,book@thehotel.be
The Hotel Brussels,4.5,"3,045","Bd de Waterloo 38, 1000 Bruxelles",02 504 11 11,https://www.thehotel-brussels.be,brussels,hotel,meet@thehotel.be
Value Stay Brussels Expo,3.3,474,"Luitberg 1, 1853 Brussel",02 899 24 00,https://www.valuestay.be,brussels,hotel,bookings@value-stay.be
"voco Brussels City North, an IHG Hotel",3.4,19,"Indringingsweg 1, 1800 Vilvoorde",02 669 67 23,https://www.ihg.com,brussels,hotel,
The Lodge Vilvoorde,4.1,446,"Rondeweg 3, 1800 Vilvoorde",02 255 97 70,https://www.lodge-hotels.be,brussels,hotel,
ibis budget Brussels Airport,3.4,"3,148","Bessenveldstraat 17C, 1831 Machelen",02 709 55 90,https://www.all.accor.com,brussels,hotel,
Courtyard by Marriott Brussels,4.3,"1,215","Av. des Olympiades 6, 1140 Brussels",02 337 08 08,https://www.marriott.com,brussels,hotel,
MEININGER Hotel Bruxelles City Center,4.3,"5,844","Quai du Hainaut 33, 1080 Bruxelles",02 588 14 74,https://www.meininger-hotels.com,brussels,hotel,
Warwick Brussels,4.1,"2,570","Rue Duquesnoy 5, 1000 Bruxelles",02 505 55 55,https://www.warwickhotels.com,brussels,hotel,
Don Jon,4.3,168,"Broekstraat 77, 1831 Machelen",0489 75 31 68,https://www.donjondiegem.be,brussels,hotel,
La Roseraie,4.6,140,"De Limburg Stirumlaan 213, 1780 Wemmel",02 456 99 10,https://www.laroseraie.be,brussels,hotel,hotel@laroseraie.be
Safestay Brussels Grand Place,3.4,773,"Rue Grétry 53, 1000 Bruxelles",02 219 43 43,,brussels,hotel,
"Radisson Collection Hotel, Grand Place Brussels",4.2,"2,431","Rue du Fossé aux Loups 47, 1000 Bruxelles",02 219 28 28,https://www.radissonhotels.com,brussels,hotel,
Royal Hotel,2.0,638,"Bd du Jardin Botanique 8, 1000 Bruxelles",02 218 32 18,https://www.brussels-hotels.net,brussels,hotel,
Hilton Brussels Grand Place,4.3,"2,515","Carr de l'Europe 3, 1000 Bruxelles",02 548 42 11,https://www.hilton.com,brussels,hotel,
Bedford Hotel & Congress Centre,3.9,"6,678","Rue du Midi 135, 1000 Bruxelles",02 507 00 00,https://www.hotelbedford.be,brussels,hotel,info@hotelbedford.be
Eurocap,2.8,278,"Chau. de Dieleghem 114, 1090 Jette",02 478 03 10,https://www.hoteleurocap.com,brussels,hotel,
Hotel Mozart,3.0,"1,246","Rue du Marché aux Fromages 23, 1000 Bruxelles",02 502 66 61,https://www.hotel-mozart.be,brussels,hotel,reception@hotel-mozart.beNous
Condo Gardens Brussels,3.1,307,"Rue Jolly 141, 1030 Bruxelles",0473 82 50 12,https://www.be-housing.be,brussels,hotel,sales@be-housing.be
Latroupe Grote Markt,4.5,871,"Bd Anspach 159, 1000 Bruxelles",02 361 39 66,https://www.latroupe.com,brussels,hotel,
The President Brussels Hotel,3.7,899,"Bd Roi Albert II 44, 1000 Bruxelles",02 203 20 20,https://www.presidentbrusselshotel.be,brussels,hotel,info@presidentbrusselshotel.be
